Account ,Date,Transaction Type,No.,Name,Memo/Description,Split,Amount,Balance
,2/2/2022,Transaction,,Online Sale,,EastX ****2310,-44.99,"929,101.64"
,2/2/2022,Transaction,,Online Sale,,EastX ****2310,-287.71,"928,813.93"
,2/2/2022,Transaction,,Online Sale,,Apple Account,-4.29,"928,809.64"
,2/2/2022,Transaction,,Online Sale,,EastX ****2310,-204.39,"928,605.25"
,3/2/2022,Receipt,12130,HH Sheikh Mohammed Al-Sharqi,,Sales of Product Income:Non UK Sales,800,"929,405.25"
,4/2/2022,Receipt,12131,Vance Daigle,,Orders in Hand/Deferred Income,"25,000.00","954,405.25"
,4/2/2022,Transaction,,Vance Daigle,,Apple Account,-52.98,"954,352.27"
,4/2/2022,Transaction,,L&O Group SA,,EastX Bank,"-105,447.77","848,904.50"
,5/2/2022,Receipt,12132,Online Sale,,Sales of Product Income:Non UK Sales,54,"848,958.50"
,5/2/2022,Receipt,12135,Online Sale,,Sales of Product Income:UK Sales,24,"848,982.50"
,5/2/2022,Receipt,12133,Online Sale,,Sales of Product Income:Non UK Sales,173.33,"849,155.83"
,5/2/2022,Transaction,,Online Sale,,Apple Account,-0.54,"849,155.29"
,5/2/2022,Transaction,,Online Sale,,EastX ****2310,-170.7,"848,984.59"
,5/2/2022,Transaction,,Online Sale,,EastX ****2310,-53.04,"848,931.55"
,5/2/2022,Transaction,,Sheikh Khalid Bin Abdullah,,EastX  Saver ****7829,-172.83,"848,758.72"
,5/2/2022,Transaction,,Online Sale,,Apple Account,-2.63,"848,756.09"
,5/2/2022,Transaction,,Online Sale,,EastX ****2310,-23.46,"848,732.63"
,5/2/2022,Transaction,,Online Sale,,Apple Account,-0.96,"848,731.67"
,8/2/2022,Receipt,12138,Online Sale,,Sales of Product Income:Non UK Sales,185,"848,916.67"
,8/2/2022,Receipt,12134,Gut Grambow SonySports GmbH,,-Split-,"1,765.83","850,682.50"
,8/2/2022,Receipt,12139,Online Sale,,Sales of Product Income:Non UK Sales,239,"850,921.50"
,8/2/2022,Receipt,12137,Online Sale,,Sales of Product Income:Non UK Sales,218.33,"851,139.83"
,8/2/2022,Receipt,12136,Online Sale,,Sales of Product Income:Non UK Sales,233.33,"851,373.16"
,8/2/2022,Receipt,12140,Vere Harmsworth,,Sales of Product Income:Sales,408,"851,781.16"
,8/2/2022,Transaction,,Online Sale,,Apple Account,-3.47,"851,777.69"
,8/2/2022,Transaction,,Online Sale,,EastX ****2310,-231.87,"851,545.82"
,8/2/2022,Transaction,,Online Sale,,EastX ****2310,-215.07,"851,330.75"
,8/2/2022,Transaction,,Online Sale,,Apple Account,-7.13,"851,323.62"
,8/2/2022,Transaction,,Online Sale,,EastX ****2310,-179.43,"851,144.19"
,8/2/2022,Transaction,,Online Sale,,Apple Account,-3.26,"851,140.93"
,8/2/2022,Transaction,,Online Sale,,EastX ****2310,-229.86,"850,911.07"
,8/2/2022,Transaction,,Online Sale,,Apple Account,-5.57,"850,905.50"
,9/2/2022,Receipt,12141,Online Sale,,Sales of Product Income:Non UK Sales,229.17,"851,134.67"
,9/2/2022,Transaction,,Sheikh Khalid Bin Ibrahim Al-Khalifa,,EastX Bank,"-7,173.43","843,961.24"
,9/2/2022,Transaction,,Online Sale,,Apple Account,-3.41,"843,957.83"
,9/2/2022,Transaction,,Online Sale,,EastX ****2310,-225.76,"843,732.07"
,11/2/2022,Receipt,12145,SHOP SALE,,Sales of Product Income:UK Sales,0,"843,732.07"
,11/2/2022,Receipt,12143,Online Sale,,Sales of Product Income:Non UK Sales,137.5,"843,869.57"
,11/2/2022,Receipt,12144,Online Sale,,Sales of Product Income:Non UK Sales,341.67,"844,211.24"
,11/2/2022,Receipt,12142,Online Sale,,Sales of Product Income:Non UK Sales,106.67,"844,317.91"
,11/2/2022,Debit Memo,12146,SHOP SALE,,Sales of Product Income:UK Sales,-10,"844,307.91"
,11/2/2022,Transaction,,Online Sale,,Apple Account,-2.13,"844,305.78"
,11/2/2022,Transaction,,Online Sale,,EastX ****2310,-336.69,"843,969.09"
,11/2/2022,Transaction,,Online Sale,,Apple Account,-3.29,"843,965.80"
,11/2/2022,Transaction,,Online Sale,,EastX ****2310,-103.38,"843,862.42"
,11/2/2022,Transaction,,Online Sale,,EastX ****2310,-135.37,"843,727.05"
,11/2/2022,Transaction,,Online Sale,,Apple Account,-4.98,"843,722.07"
,11/2/2022,Transaction,,SHOP SALE,,-Split-,,"843,722.07"
,12/2/2022,Transaction,,Stephen Anderson,,EastX Bank,"-43,555.00","800,167.07"
,12/2/2022,Transaction,,Vere Harmsworth,,EastX Bank,-408,"799,759.07"
,12/2/2022,Transaction,,Ifzaal  Musa,,EastX Bank,"-10,000.00","789,759.07"
,15/02/2022,Receipt,12150,Online Sale,,Sales of Product Income:Non UK Sales,112.33,"789,871.40"
,15/02/2022,Receipt,12149,Online Sale,,Sales of Product Income:UK Sales,92,"789,963.40"
,15/02/2022,Receipt,12147,Online Sale,,Sales of Product Income:Non UK Sales,191.67,"790,155.07"
,15/02/2022,Receipt,12148,SHOP SALE,,Sales of Product Income:UK Sales,0,"790,155.07"
,15/02/2022,Transaction,,Online Sale,,EastX ****2310,-188.79,"789,966.28"
,15/02/2022,Transaction,,Online Sale,,Apple Account,-1.77,"789,964.51"
,15/02/2022,Transaction,,Online Sale,,EastX ****2310,-90.51,"789,874.00"
,15/02/2022,Transaction,,Online Sale,,Apple Account,-1.49,"789,872.51"
,15/02/2022,Transaction,,Online Sale,,Apple Account,-2.88,"789,869.63"
,15/02/2022,Transaction,,Online Sale,,EastX ****2310,-110.56,"789,759.07"
,16/02/2022,Receipt,12152,Online Sale,,Sales of Product Income:Non UK Sales,255,"790,014.07"
,16/02/2022,Receipt,12151,Online Sale,,Sales of Product Income:Non UK Sales,48.33,"790,062.40"
,16/02/2022,Transaction,,Gut Grambow SonySports GmbH,,EastX Bank,"-4,996.83","785,065.57"
,16/02/2022,Transaction,,Online Sale,,EastX ****2310,-46.73,"785,018.84"
,16/02/2022,Transaction,,Online Sale,,Apple Account,-7.6,"785,011.24"
,16/02/2022,Transaction,,Online Sale,,Apple Account,-1.6,"785,009.64"
,16/02/2022,Transaction,,Online Sale,,EastX ****2310,-247.4,"784,762.24"
,17/02/2022,Receipt,12155,Online Sale,,Sales of Product Income:Non UK Sales,50,"784,812.24"
,17/02/2022,Receipt,12154,Hannes Pickard,,Sales of Product Income:Non UK Sales,220,"785,032.24"
,17/02/2022,Receipt,12153,Online Sale,,Sales of Product Income:Non UK Sales,265,"785,297.24"
,17/02/2022,Transaction,,Online Sale,,EastX ****2310,-261.09,"785,036.15"
,17/02/2022,Transaction,,Online Sale,,EastX ****2310,-49.1,"784,987.05"
,17/02/2022,Transaction,,Online Sale,,Apple Account,-0.9,"784,986.15"
,17/02/2022,Transaction,,Online Sale,,Apple Account,-3.91,"784,982.24"
,17/02/2022,Transaction,,David Austin,,EastX Bank,"-7,900.00","777,082.24"
,18/02/2022,Receipt,12156,Gut Grambow SonySports GmbH,,Sales of Product Income:Non UK Sales,66,"777,148.24"
,22/02/2022,Receipt,12158,SHOP SALE,,Sales of Product Income:UK Sales,0,"777,148.24"
,22/02/2022,Receipt,12159,Paul F Barnhart Jr,,-Split-,"5,000.00","782,148.24"
,22/02/2022,Transaction,,Online Sale,,EastX ****2310,-558.54,"781,589.70"
,22/02/2022,Transaction,,Online Sale,,Apple Account,-8.13,"781,581.57"
,22/02/2022,Receipt,12157,Online Sale,,Sales of Product Income:Non UK Sales,566.67,"782,148.24"
,23/02/2022,Transaction,,Online Sale,,EastX ****2310,-107.42,"782,040.82"
,23/02/2022,Transaction,,Online Sale,,Apple Account,-3.41,"782,037.41"
,23/02/2022,Transaction,,Online Sale,,EastX ****2310,-229.86,"781,807.55"
,23/02/2022,Transaction,,Online Sale,,Apple Account,-2.86,"781,804.69"
,23/02/2022,Transaction,,Online Sale,,EastX ****2310,-135.37,"781,669.32"
,23/02/2022,Transaction,,Online Sale,,EastX ****2310,-88.81,"781,580.51"
,23/02/2022,Transaction,,Online Sale,,Apple Account,-3.47,"781,577.04"
,23/02/2022,Transaction,,Online Sale,,Apple Account,-2.13,"781,574.91"
,23/02/2022,Receipt,12160,Online Sale,,Sales of Product Income:Non UK Sales,91.67,"781,666.58"
,23/02/2022,Receipt,12163,David Austin,,Sales of Product Income:Non UK Sales,45,"781,711.58"
,23/02/2022,Receipt,12164,Online Sale,,Sales of Product Income:Non UK Sales,137.5,"781,849.08"
,23/02/2022,Receipt,12161,Online Sale,,Sales of Product Income:Non UK Sales,233.33,"782,082.41"
,23/02/2022,Receipt,12162,Online Sale,,Sales of Product Income:Non UK Sales,110.83,"782,193.24"
,24/02/2022,Receipt,12165,Online Sale,,Sales of Product Income:Non UK Sales,115,"782,308.24"
,24/02/2022,Receipt,12166,Sheikh Khalid Bin Ibrahim Al-Khalifa,,Sales of Product Income:Non UK Sales,"3,950.00","786,258.24"
,24/02/2022,Transaction,,Online Sale,,Apple Account,-3.54,"786,254.70"
,25/02/2022,Transaction,,Outdoor Outfitters,,EastX Bank,"-201,670.40","584,584.30"
,25/02/2022,Transaction,,Online Sale,,Apple Account,-1.13,"584,583.17"
,25/02/2022,Receipt,12171,Nelson Neto Junior,,-Split-,240,"584,823.17"
,25/02/2022,Receipt,12172,Online Sale,,Sales of Product Income:Non UK Sales,66.67,"584,889.84"
,26/02/2022,Receipt,12176,David Modesett,,-Split-,"38,110.00","622,999.84"
,26/02/2022,Receipt,12168,Thomas Hill,,Sales of Product Income:Non UK Sales,"5,000.00","627,999.84"
,26/02/2022,Receipt,12169,Stephen Anderson,,Sales of Product Income:Non UK Sales,"4,200.00","632,199.84"
,26/02/2022,Receipt,12175,Armurerie Collard,,Sales of Product Income:Non UK Sales,"6,230.00","638,429.84"
,26/02/2022,Receipt,12170,Brian Welker,,Sales of Product Income:Non UK Sales,"8,200.00","646,629.84"
,26/02/2022,Receipt,12173,Chris Russell,,Sales of Product Income:UK Sales,337,"646,966.84"
,26/02/2022,Receipt,12167,Vance Daigle,,Sales of Product Income:Non UK Sales,"2,062.00","649,028.84"
,26/02/2022,Receipt,12174,Viscount Jonathan Rothermere,,Sales of Product Income:UK Sales,"29,100.00","678,128.84"
,1/3/2022,Receipt,12181,Northwood Group Kft,,-Split-,"3,215.00","681,343.84"
,1/3/2022,Receipt,12178,Online Sale,,Sales of Product Income:UK Sales,242,"681,585.84"
,1/3/2022,Receipt,12177,Online Sale,,Sales of Product Income:Non UK Sales,107.5,"681,693.34"
,1/3/2022,Receipt,12179,Online Sale,,Sales of Product Income:Non UK Sales,66.67,"681,760.01"
,1/3/2022,Transaction,,Online Sale,,Apple Account,-3.59,"681,756.42"
,1/3/2022,Transaction,,Online Sale,,EastX ****2310,-238.41,"681,518.01"
,1/3/2022,Transaction,,Online Sale,,Apple Account,-1.71,"681,516.30"
,1/3/2022,Transaction,,Online Sale,,EastX ****2310,-111.46,"681,404.84"
,1/3/2022,Transaction,,Nelson Neto Junior,,EastX  Saver ****7829,-240,"681,164.84"
,1/3/2022,Transaction,,Online Sale,,EastX ****2310,-65.54,"681,099.30"
,1/3/2022,Transaction,,Online Sale,,EastX ****2310,-65.54,"681,033.76"
,1/3/2022,Transaction,,Online Sale,,Apple Account,-1.13,"681,032.63"
,1/3/2022,Transaction,,Online Sale,,EastX ****2310,-105.79,"680,926.84"
,2/3/2022,Receipt,12182,Online Sale,,Sales of Product Income:UK Sales,37,"680,963.84"
,2/3/2022,Receipt,12183,Online Sale,,Sales of Product Income:Non UK Sales,583.33,"681,547.17"
,2/3/2022,Transaction,,Chris Russell,,EastX Bank,-337,"681,210.17"
,2/3/2022,Transaction,,Online Sale,,EastX ****2310,-36.28,"681,173.89"
,2/3/2022,Transaction,,Online Sale,,Apple Account,-17.12,"681,156.77"
,2/3/2022,Transaction,,Online Sale,,Apple Account,-0.72,"681,156.05"
,2/3/2022,Transaction,,Online Sale,,EastX ****2310,-566.21,"680,589.84"
,3/3/2022,Receipt,12187,Armurerie Collard,,-Split-,995,"681,584.84"
,3/3/2022,Receipt,12186,Richard Kilby,,Sales of Product Income:Non UK Sales,470,"682,054.84"
,3/3/2022,Transaction,,Online Sale,,EastX ****2310,-95.28,"681,959.56"
,3/3/2022,Receipt,12185,Sheikh Salman Bin Ebrahim Al-Khalifa,,Sales of Product Income:Non UK Sales,600,"682,559.56"
,3/3/2022,Transaction,,Online Sale,,Apple Account,-3.05,"682,556.51"
,3/3/2022,Receipt,12184,Online Sale,,Sales of Product Income:Non UK Sales,98.33,"682,654.84"
,5/3/2022,Receipt,12191,Diggory Haddoke,,-Split-,579.6,"683,234.44"
,5/3/2022,Transaction,,David Austin,,EastX Bank,"-16,700.00","666,534.44"
,5/3/2022,Receipt,12188,The Traditional English cases Ltd,,Sales of Product Income:Non UK Sales,90,"666,624.44"
,8/3/2022,Receipt,12194,Online Sale,,Sales of Product Income:UK Sales,37,"666,661.44"
,8/3/2022,Receipt,12193,Online Sale,,Sales of Product Income:Non UK Sales,190.83,"666,852.27"
,8/3/2022,Receipt,12192,Online Sale,,Sales of Product Income:Non UK Sales,295.83,"667,148.10"
,8/3/2022,Transaction,,Online Sale,,Apple Account,-0.72,"667,147.38"
,8/3/2022,Transaction,,Online Sale,,EastX ****2310,-187.96,"666,959.42"
,8/3/2022,Transaction,,Online Sale,,Apple Account,-2.87,"666,956.55"
,8/3/2022,Transaction,,Online Sale,,Apple Account,-4.34,"666,952.21"
,8/3/2022,Transaction,,Thomas Hill,,Apple Account,-12,"666,940.21"
,8/3/2022,Transaction,,Thomas Hill,,EastX Bank,"-4,988.00","661,952.21"
,8/3/2022,Transaction,,Online Sale,,EastX ****2310,-36.28,"661,915.93"
,8/3/2022,Transaction,,Online Sale,,EastX ****2310,-291.49,"661,624.44"
,9/3/2022,Receipt,12202,David Austin,,-Split-,"4,178.00","665,802.44"
,9/3/2022,Transaction,,Online Sale,,Apple Account,-2.87,"665,799.57"
,9/3/2022,Receipt,12198,Online Sale,,Sales of Product Income:Non UK Sales,357.5,"666,157.07"
,9/3/2022,Receipt,12197,Online Sale,,Sales of Product Income:Non UK Sales,295.83,"666,452.90"
,9/3/2022,Receipt,12195,Online Sale,,-Split-,236,"666,688.90"
,9/3/2022,Receipt,12201,Online Sale,,Sales of Product Income:Non UK Sales,190.83,"666,879.73"
,9/3/2022,Receipt,12199,Tommy Salmon,,Orders in Hand/Deferred Income,"8,544.57","675,424.30"
,9/3/2022,Receipt,12196,Online Sale,,Sales of Product Income:Non UK Sales,342.5,"675,766.80"
,9/3/2022,Receipt,12203,SHOP SALE,,Sales of Product Income:UK Sales,0,"675,766.80"
,9/3/2022,Transaction,,Tommy Salmon,,EastX Bank,"-8,544.57","667,222.23"
,9/3/2022,Transaction,,Online Sale,,EastX ****2310,-352.29,"666,869.94"
,9/3/2022,Transaction,,Online Sale,,Apple Account,-5.21,"666,864.73"
,9/3/2022,Transaction,,Online Sale,,EastX ****2310,-291.49,"666,573.24"
,9/3/2022,Transaction,,Online Sale,,Apple Account,-5,"666,568.24"
,9/3/2022,Transaction,,Online Sale,,Apple Account,-3.5,"666,564.74"
,9/3/2022,Transaction,,Online Sale,,EastX ****2310,-232.5,"666,332.24"
,9/3/2022,Transaction,,Online Sale,,Apple Account,-4.34,"666,327.90"
,9/3/2022,Transaction,,Online Sale,,Apple Account,-3.95,"666,323.95"
,9/3/2022,Transaction,,Online Sale,,EastX ****2310,-125.22,"666,198.73"
,9/3/2022,Transaction,,Darach Albannach limited,,EastX Bank,"-4,263.00","661,935.73"
,9/3/2022,Transaction,,Online Sale,,EastX ****2310,-337.5,"661,598.23"
,9/3/2022,Transaction,,Brian Welker,,EastX ****2310,"-8,044.20","653,554.03"
,9/3/2022,Transaction,,Online Sale,,EastX ****2310,-187.96,"653,366.07"
,9/3/2022,Receipt,12200,Online Sale,,Sales of Product Income:Non UK Sales,129.17,"653,495.24"
,10/3/2022,Receipt,12205,Online Sale,,Sales of Product Income:Non UK Sales,295.83,"653,791.07"
,10/3/2022,Receipt,12204,Outdoor Outfitters,,-Split-,422,"654,213.07"
,10/3/2022,Receipt,12206,Jamie Williams,,-Split-,77.2,"654,290.27"
,10/3/2022,Transaction,,Online Sale,,Apple Account,-4.34,"654,285.93"
,10/3/2022,Transaction,,Stephen Anderson,,EastX Bank,"-4,200.00","650,085.93"
,10/3/2022,Transaction,,Brian Welker,,Apple Account,-155.8,"649,930.13"
,10/3/2022,Transaction,,Online Sale,,EastX ****2310,-291.49,"649,638.64"
,10/3/2022,Transaction,,Jamie Williams,,EastX  Saver ****7829,-77.2,"649,561.44"
,11/3/2022,Receipt,12207,Sheikh Salman Bin Ebrahim Al-Khalifa,,Sales of Product Income:UK Sales,"1,970.00","651,531.44"
,12/3/2022,Receipt,12209,Stephen Anderson,,Sales of Product Income:Non UK Sales,170,"651,701.44"
,12/3/2022,Receipt,12210,Online Sale,,Sales of Product Income:Non UK Sales,56.67,"651,758.11"
,12/3/2022,Transaction,,Online Sale,,EastX ****2310,-54.83,"651,703.28"
,12/3/2022,Transaction,,Online Sale,,Apple Account,-1.84,"651,701.44"
,12/3/2022,Receipt,12208,Armurerie Collard,,Sales of Product Income:Non UK Sales,120,"651,821.44"
,15/03/2022,Transaction,,Online Sale,,Apple Account,-1.53,"651,819.91"
,15/03/2022,Transaction,,Online Sale,,EastX ****2310,-111.46,"651,708.45"
,15/03/2022,Transaction,,Online Sale,,Apple Account,-19.73,"651,688.72"
,15/03/2022,Receipt,12216,National Crime Agency,PO00068231,Sales of Product Income:UK Sales,444,"652,132.72"
,15/03/2022,Receipt,12215,Paul F Barnhart Jr,,-Split-,"4,909.00","657,041.72"
,15/03/2022,Receipt,12211,Online Sale,,Sales of Product Income:Non UK Sales,252.5,"657,294.22"
,15/03/2022,Receipt,12214,Online Sale,,Sales of Product Income:Non UK Sales,95,"657,389.22"
,15/03/2022,Receipt,12213,Online Sale,,Sales of Product Income:Non UK Sales,115,"657,504.22"
,15/03/2022,Receipt,12212,Online Sale,,Sales of Product Income:Non UK Sales,673.33,"658,177.55"
,15/03/2022,Receipt,12218,SHOP SALE,,Sales of Product Income:UK Sales,49,"658,226.55"
,15/03/2022,Receipt,12217,Mr Marc Newton,,Sales of Product Income:UK Sales,42.24,"658,268.79"
,15/03/2022,Transaction,,Online Sale,,EastX ****2310,-653.6,"657,615.19"
,15/03/2022,Transaction,,Online Sale,,EastX ****2310,-244.98,"657,370.21"
,15/03/2022,Transaction,,SHOP SALE,,EastX  Saver ****7829,-49,"657,321.21"
,15/03/2022,Transaction,,Online Sale,,Apple Account,-3.54,"657,317.67"
,15/03/2022,Transaction,,Online Sale,,EastX ****2310,-93.47,"657,224.20"
,15/03/2022,Transaction,,Online Sale,,Apple Account,-7.52,"657,216.68"
,16/03/2022,Transaction,,Online Sale,,Apple Account,-8.95,"657,207.73"
,16/03/2022,Transaction,,Online Sale,,EastX ****2310,-616.05,"656,591.68"
,16/03/2022,Receipt,12219,Online Sale,,Sales of Product Income:Non UK Sales,625,"657,216.68"
,16/03/2022,Transaction,,Sheikh Khalid Bin Ibrahim Al-Khalifa,,EastX Bank,"-8,562.77","648,653.91"
,16/03/2022,Transaction,,Armurerie Collard,,EastX Bank,-518,"648,135.91"
,17/03/2022,Transaction,,Online Sale,,EastX ****2310,-207.85,"647,928.06"
,17/03/2022,Receipt,12220,Outdoor Outfitters,,-Split-,83,"648,011.06"
,17/03/2022,Receipt,12221,Online Sale,,Sales of Product Income:UK Sales,211,"648,222.06"
,17/03/2022,Transaction,,Online Sale,,Apple Account,-3.15,"648,218.91"
,18/03/2022,Transaction,,Vance Daigle,,EastX Bank,"-2,062.00","646,156.91"
,18/03/2022,Transaction,,Online Sale,,Apple Account,-3.87,"646,153.04"
,18/03/2022,Receipt,12222,JAFI,,-Split-,325,"646,478.04"
,18/03/2022,Receipt,12223,Online Sale,,Sales of Product Income:UK Sales,262,"646,740.04"
,18/03/2022,Transaction,,Online Sale,,EastX ****2310,-258.13,"646,481.91"
,19/03/2022,Transaction,,Online Sale,,Apple Account,-3.27,"646,478.64"
,19/03/2022,Transaction,,Online Sale,,EastX ****2310,-102.56,"646,376.08"
,19/03/2022,Transaction,,Online Sale,,Apple Account,-1.54,"646,374.54"
,19/03/2022,Receipt,12229,Online Sale,,Sales of Product Income:UK Sales,96,"646,470.54"
,19/03/2022,Transaction,,Paul F Barnhart Jr,,EastX Bank,"-9,909.00","636,561.54"
,19/03/2022,Receipt,12225,Simon Barr,,-Split-,240.6,"636,802.14"
,19/03/2022,Receipt,12224,Online Sale,,Sales of Product Income:Non UK Sales,105.83,"636,907.97"
,19/03/2022,Transaction,,Online Sale,,EastX ****2310,-94.46,"636,813.51"
,22/03/2022,Transaction,,Online Sale,,EastX ****2310,-78.29,"636,735.22"
,22/03/2022,Transaction,,Online Sale,,Apple Account,-2.54,"636,732.68"
,22/03/2022,Receipt,12233,Lee Butler Gun & Rifle Makers,,Sales of Product Income:UK Sales,600,"637,332.68"
,22/03/2022,Receipt,12231,Sidney Hiscox,,Sales of Product Income:UK Sales,"2,766.00","640,098.68"
,22/03/2022,Receipt,12230,Online Sale,,Sales of Product Income:Non UK Sales,80.83,"640,179.51"
,22/03/2022,Receipt,12232,Simon Barr,,Sales of Product Income:UK Sales,330,"640,509.51"
,23/03/2022,Receipt,12235,Online Sale,,Sales of Product Income:UK Sales,65,"640,574.51"
,23/03/2022,Receipt,12234,Online Sale,,Sales of Product Income:Non UK Sales,45.83,"640,620.34"
,23/03/2022,Receipt,12237,Online Sale,,Sales of Product Income:Non UK Sales,115,"640,735.34"
,23/03/2022,Receipt,12236,Ve?koobchod zbrane spol. s.r.o.,,Orders in Hand/Deferred Income,"5,000.00","645,735.34"
,23/03/2022,Transaction,,David Austin,,EastX Bank,"-3,762.29","641,973.05"
,23/03/2022,Transaction,,Online Sale,,EastX ****2310,-111.46,"641,861.59"
,23/03/2022,Transaction,,Online Sale,,Apple Account,-1.11,"641,860.48"
,23/03/2022,Transaction,,Online Sale,,Apple Account,-0.84,"641,859.64"
,23/03/2022,Transaction,,Online Sale,,EastX ****2310,-44.99,"641,814.65"
,23/03/2022,Transaction,,Online Sale,,Apple Account,-3.54,"641,811.11"
,23/03/2022,Transaction,,Online Sale,,EastX ****2310,-63.89,"641,747.22"
,24/03/2022,Receipt,12244,Online Sale,,Sales of Product Income:Non UK Sales,122.5,"641,869.72"
,24/03/2022,Transaction,,Online Sale,,EastX ****2310,-118.75,"641,750.97"
,24/03/2022,Receipt,12242,HH Sheikh Mohammed Al-Sharqi,,Orders in Hand/Deferred Income,"50,000.00","691,750.97"
,24/03/2022,Receipt,12241,HH Sheikh Mohammed Al-Sharqi,,Orders in Hand/Deferred Income,"50,000.00","741,750.97"
,24/03/2022,Receipt,12239,HH Sheikh Mohammed Al-Sharqi,,Orders in Hand/Deferred Income,"15,000.00","756,750.97"
,24/03/2022,Receipt,12254,Edward Jonkler,,Sales of Product Income:UK Sales,690,"757,440.97"
,24/03/2022,Receipt,12253,SHOP SALE,,Sales of Product Income:Non UK Sales,0,"757,440.97"
,24/03/2022,Receipt,12245,Online Sale,,Sales of Product Income:UK Sales,92,"757,532.97"
,24/03/2022,Receipt,12240,HH Sheikh Mohammed Al-Sharqi,,Orders in Hand/Deferred Income,"50,000.00","807,532.97"
,24/03/2022,Receipt,12238,Derek Paul,,-Split-,300,"807,832.97"
,24/03/2022,Receipt,12226,Northwood USA 1,,-Split-,"89,946.00","897,778.97"
,24/03/2022,Transaction,,Online Sale,,Apple Account,-3.75,"897,775.22"
,24/03/2022,Transaction,,Outdoor Outfitters,,EastX Bank,-422,"897,353.22"
,24/03/2022,Transaction,,Online Sale,,Apple Account,-1.49,"897,351.73"
,24/03/2022,Transaction,,Online Sale,,EastX ****2310,-90.51,"897,261.22"
,24/03/2022,Receipt,12243,HH Sheikh Mohammed Al-Sharqi,,Orders in Hand/Deferred Income,"50,000.00","947,261.22"
